pert_name	n_signatures	min_score	median_score	mean_score	best_fdr_q_nlog10	best_cell	moa	targets	direction
BRD-K37457040	2	-1.036	-0.007249999999999979	-0.007249999999999979	1.3802	VCAP	-666		negative
BRD-K88672507	4	-1.036	0.37955	0.1897	1.3801	VCAP	-666		negative
BRD-K29360016	4	-1.0359	-0.3627	-0.18302500000000005	1.3798	PC3	-666		negative
SD-169	7	-1.0359	0	-0.28177142857142856	1.3798	HA1E	P38 MAPK inhibitor		negative
imipramine	17	-1.0359	0	-0.14559999999999998	1.3798	HEK293	Norepinephrine inhibitor|Serotonin reuptake inhibitor		negative
BRD-K75514176	7	-1.0358	0	-0.1757	1.3796	A375	-666		negative
BRD-K99146421	9	-1.0358	0	0.2135222222222222	1.3796	VCAP	-666		negative
KU-C104236N	8	-1.0358	0	-0.2273125	1.3796	MCF7	-666		negative
BRD-K19056367	7	-1.0357	0	0.14694285714285713	1.3794	A375	-666		negative
BRD-K63017817	2	-1.0356	-0.5178	-0.5178	1.3793	U2OS	-666		negative
BRD-K78300612	4	-1.0356	-0.3813	-0.24545	1.3793	A375	-666		negative
BRD-K12598223	2	-1.0355	-0.09345000000000003	-0.09345000000000003	1.3792	PC3	-666		negative
BRD-K48040318	2	-1.0355	-0.9801500000000001	-0.9801500000000001	1.3792	U2OS	-666		negative
BRD-K78889331	1	-1.0355	-1.0355	-1.0355	1.3792	U2OS	-666		negative
BRD-M90295809	2	-1.0355	-0.51775	-0.51775	1.3792	A549	-666		negative
BRD-K20016490	8	-1.0353	-0.3745	-0.36943750000000003	1.3791	MCF7	-666		negative
BRD-K52640952	11	-1.0353	0	0.3433363636363636	1.3791	NPC	-666		negative
BRD-K76942055	1	-1.0353	-1.0353	-1.0353	1.3791	U2OS	-666		negative
SB-269970	10	-1.0353	0	-0.08764000000000001	1.3791	HT29	Serotonin receptor antagonist		negative
BRD-K27742591	4	-1.0352	-0.34195	-0.42977499999999996	1.3791	VCAP	-666		negative
BRD-K09902564	9	-1.0351	0	-0.11457777777777778	1.3791	A549	-666		negative
BRD-K13983359	4	-1.0351	-0.42455	-0.13994999999999996	1.3791	A375	-666		negative
BRD-K28530075	2	-1.0351	-0.92375	-0.92375	1.3791	VCAP	-666		negative
BRD-K30438246	2	-1.0351	-0.51755	-0.51755	1.3791	VCAP	-666		negative
BRD-K84102257	9	-1.0351	0	-0.16293333333333332	1.3791	VCAP	-666		negative
butylated-hydroxytoluene	1	-1.0351	-1.0351	-1.0351	1.3791	U2OS	Carbonic anhydrase inhibitor		negative
BRD-K17120478	2	-1.035	-0.97645	-0.97645	1.3791	A375	-666		negative
ambelline	7	-1.035	0	0.005014285714285733	1.3791	MCF7	Plant alkaloid		negative
calycanthine	13	-1.035	0	-0.11333076923076925	1.3791	PHH	GABA receptor antagonist		negative
BRD-K53407305	11	-1.0349	0	-0.03826363636363638	1.3791	VCAP	-666		negative
BRD-K60004464	5	-1.0349	0	0.19862000000000002	1.3791	PC3	-666		negative
BRD-K60581054	3	-1.0349	-0.6132	-0.5493666666666667	1.3791	U2OS	-666		negative
dubinidine	8	-1.0349	0	-0.10352499999999999	1.3791	A375	Antiepileptic		negative
BRD-K00289828	9	-1.0348	-0.8263	-0.3638222222222222	1.379	VCAP	-666		negative
BRD-K06145650	5	-1.0348	-0.823	-0.49644	1.379	A549	-666		negative
BRD-K11746559	5	-1.0348	0	-0.3947	1.379	MCF7	-666		negative
BRD-K65508953	2	-1.0348	-0.9205	-0.9205	1.379	HEPG2	Pyrrolizidine alkaloid		negative
BRD-K68496959	2	-1.0348	-1.0145499999999998	-1.0145499999999998	1.379	A549	-666		negative
acenocoumarol	13	-1.0348	0	-0.05956923076923075	1.379	A375	Vitamin K antagonist		negative
BRD-K25638876	1	-1.0347	-1.0347	-1.0347	1.379	U2OS	-666		negative
BRD-K36909552	1	-1.0347	-1.0347	-1.0347	1.379	VCAP	-666		negative
BRD-K03706963	3	-1.0346	0.9449	0.37206666666666666	1.3789	A549	-666		negative
BRD-K21503128	2	-1.0346	-0.5173	-0.5173	1.3789	PC3	-666		negative
BRD-K28187112	1	-1.0346	-1.0346	-1.0346	1.3789	A375	-666		negative
BRD-K72352929	3	-1.0346	-0.9113	-0.2917	1.3789	VCAP	-666		negative
SA-89705	2	-1.0346	-0.5173	-0.5173	1.3789	NKDBA	-666		negative
nitrocaramiphen	13	-1.0346	0	0.37035384615384614	1.3789	MCF7	Cholinergic receptor antagonist		negative
BRD-K13417398	2	-1.0345	-0.04749999999999999	-0.04749999999999999	1.3789	VCAP	-666		negative
BRD-K43499440	2	-1.0344	-0.015100000000000002	-0.015100000000000002	1.3789	VCAP	-666		negative
fenspiride	2	-1.0344	0.12250000000000005	0.12250000000000005	1.3789	U2OS	Bronchodilator		negative
BRD-K12401458	8	-1.0343	-0.3619	-0.2170125	1.3789	A375	-666		negative
BRD-K74370838	4	-1.0343	-0.48565	-0.5014000000000001	1.3789	VCAP	-666		negative
BRD-K88709513	3	-1.0343	0	0.020299999999999985	1.3789	U2OS	-666		negative
CV-1808	9	-1.0343	0	-0.06943333333333332	1.3789	VCAP	Adenosine receptor agonist		negative
benzydamine	24	-1.0343	0	-0.011404166666666668	1.3789	PC3	Prostanoid receptor antagonist;-666		negative
BRD-K74860368	1	-1.0342	-1.0342	-1.0342	1.3789	U2OS	-666		negative
BRD-K91738126	2	-1.0342	-0.9418500000000001	-0.9418500000000001	1.3789	HT29	-666		negative
BRD-K96560179	1	-1.0342	-1.0342	-1.0342	1.3789	U2OS	-666		negative
BRD-K08829932	8	-1.034	0.3703	0.2555625	1.3789	HEPG2	-666		negative
BRD-K13299110	9	-1.034	-0.89	-0.27826666666666666	1.3789	PC3	-666		negative
BRD-K21635957	1	-1.034	-1.034	-1.034	1.3789	U2OS	-666		negative
BRD-K73143528	8	-1.034	0	0.02706249999999999	1.3789	HT29	-666		negative
BRD-K89994146	8	-1.034	0	-0.017112500000000003	1.3789	U2OS	-666		negative
BRD-K12575545	5	-1.0339	0	-0.20678000000000002	1.3789	VCAP	-666		negative
BRD-K63731274	4	-1.0339	0.0025499999999999967	0.03989999999999996	1.3789	A375	-666		negative
BRD-K09459434	8	-1.0338	0	-0.03163750000000001	1.3789	PC3	-666		negative
BRD-K82230692	9	-1.0338	0	-0.15823333333333334	1.3789	VCAP	-666		negative
BRD-K91057865	1	-1.0338	-1.0338	-1.0338	1.3789	U2OS	-666		negative
methimazole	15	-1.0338	0	0.02976666666666666	1.3789	YAPC	Antithyroid agent		negative
BRD-K22825029	4	-1.0337	-0.41995	-0.46840000000000004	1.3789	A375	-666		negative
BRD-K65310032	3	-1.0337	0	-0.3445666666666667	1.3789	VCAP	-666		negative
BRD-A16760970	1	-1.0336	-1.0336	-1.0336	1.3789	U2OS	-666		negative
BRD-K09029418	3	-1.0336	-0.74	-0.5912000000000001	1.3789	A549	-666		negative
BRD-K45282766	1	-1.0336	-1.0336	-1.0336	1.3789	U2OS	-666		negative
BRD-K48076585	4	-1.0336	0	-0.050025000000000014	1.3789	A375	-666		negative
BRD-K49460772	8	-1.0336	0	-0.3570375	1.3789	MCF7	-666		negative
BRD-K59024967	9	-1.0336	0	-0.2358888888888889	1.3789	MCF7	-666		negative
BRD-K74506609	2	-1.0336	-0.5168	-0.5168	1.3789	U2OS	-666		negative
BRD-K99017327	7	-1.0336	0	-0.22445714285714288	1.3789	PC3	-666		negative
PF-4800567	8	-1.0336	0	0.115275	1.3789	HCC515	Casein kinase inhibitor		negative
BRD-K08351986	2	-1.0335	-0.9147500000000001	-0.9147500000000001	1.3789	A549	-666		negative
BRD-K67694126	4	-1.0335	0	-0.040700000000000014	1.3789	A549	-666		negative
BRD-K70681322	2	-1.0335	-0.51675	-0.51675	1.3789	U2OS	-666		negative
BRD-K72787121	8	-1.0335	0	-0.031012500000000012	1.3789	MCF7	-666		negative
BRD-K92986600	3	-1.0335	-0.6389	-0.5574666666666667	1.3789	U2OS	-666		negative
VX-702	15	-1.0335	0	0.01423333333333335	1.3789	HEPG2	P38 MAPK inhibitor		negative
BRD-K06718821	8	-1.0334	0	0.010699999999999987	1.3788	VCAP	-666		negative
BRD-K80212510	1	-1.0334	-1.0334	-1.0334	1.3789	VCAP	-666		negative
BRD-A53850583	1	-1.0333	-1.0333	-1.0333	1.3788	U2OS	-666		negative
BRD-A73618687	1	-1.0333	-1.0333	-1.0333	1.3787	U2OS	-666		negative
BRD-K10923439	2	-1.0333	-0.51665	-0.51665	1.3787	VCAP	-666		negative
BRD-K24975719	2	-1.0333	0.08944999999999992	0.08944999999999992	1.3787	U2OS	-666		negative
BRD-K38610362	1	-1.0333	-1.0333	-1.0333	1.3787	U2OS	-666		negative
BRD-K75845944	7	-1.0333	0	-0.0608	1.3788	NPC	-666		negative
BRD-K99268544	2	-1.0333	0.05439999999999989	0.05439999999999989	1.3787	VCAP	-666		negative
T-0156	14	-1.0333	0	-0.06189285714285715	1.3787	MCF7	Phosphodiesterase inhibitor		negative
BRD-K10839108	5	-1.0332	0.7449	0.29268	1.3786	MCF7	-666		negative
BRD-K28027757	4	-1.0332	-0.8732	-0.6949	1.3785	HT29	-666		negative
BRD-K66288362	1	-1.0332	-1.0332	-1.0332	1.3785	VCAP	-666		negative
BRD-A98714080	1	-1.0331	-1.0331	-1.0331	1.3784	U2OS	-666		negative
BRD-K20352452	8	-1.0331	0	-0.1485	1.3784	VCAP	-666		negative
BRD-K28472299	8	-1.0331	0	0.05032500000000002	1.3783	HT29	-666		negative
BRD-K56370195	5	-1.0331	0	-0.015239999999999986	1.3783	A549	-666		negative
BRD-K07275921	1	-1.033	-1.033	-1.033	1.378	VCAP	-666		negative
BRD-K53636670	1	-1.033	-1.033	-1.033	1.3781	A549	-666		negative
BRD-K68247783	1	-1.033	-1.033	-1.033	1.3781	U2OS	-666		negative
CNQX	17	-1.033	0	-0.04969411764705882	1.3781	A375	-666;Glutamate receptor antagonist		negative
BRD-K82155738	2	-1.0329	-0.9725999999999999	-0.9725999999999999	1.3776	VCAP	-666		negative
BRD-K57641516	2	-1.0328	-0.5164	-0.5164	1.3773	A549	-666		negative
BRD-K13007223	1	-1.0327	-1.0327	-1.0327	1.3707	U2OS	-666		negative
BRD-K15428056	10	-1.0327	0	-0.21925	1.3748	A549	-666		negative
BRD-K56654013	2	-1.0327	-0.51635	-0.51635	1.3711	VCAP	-666		negative
polydatin	7	-1.0327	0	0.2964857142857143	1.3765	VCAP	ICAM1 inhibitor		negative
BRD-K17181267	10	-1.0326	0	-0.0656	1.3697	A375	-666		negative
BRD-K38719699	1	-1.0326	-1.0326	-1.0326	1.3694	U2OS	-666		negative
BRD-K50079182	2	-1.0326	-0.5163	-0.5163	1.3703	PC3	-666		negative
BRD-K57042334	1	-1.0326	-1.0326	-1.0326	1.37	U2OS	-666		negative
BRD-K03445781	4	-1.0325	-0.89095	-0.88535	1.3687	U2OS	-666		negative
BRD-K86901264	13	-1.0325	0	-0.0036846153846153804	1.369	HEPG2	-666		negative
BRD-K94390294	2	-1.0325	-0.8343499999999999	-0.8343499999999999	1.3687	VCAP	-666		negative
reboxetine	30	-1.0325	0	0.15722666666666668	1.3688	MCF7	Adrenergic receptor antagonist;-666		negative
BRD-K41325905	4	-1.0324	0	-0.2581	1.3682	HT29	-666		negative
BRD-K72175798	1	-1.0324	-1.0324	-1.0324	1.368	U2OS	-666		negative
BRD-K73276569	10	-1.0324	0	-0.1127	1.3671	NPC	-666		negative
BRD-K80094052	3	-1.0324	0.6765	0.2717	1.368	A375	-666		negative
BRD-K16948767	2	-1.0323	-0.51615	-0.51615	1.3665	U2OS	-666		negative
BRD-K23896287	8	-1.0323	0	0.116425	1.3638	A549	-666		negative
BRD-K24067917	1	-1.0323	-1.0323	-1.0323	1.3657	U2OS	-666		negative
EMF-sumo1-9	12	-1.0323	0	-0.04046666666666666	1.3649	MCF7	-666		negative
BRD-K29475732	2	-1.0322	-0.5161	-0.5161	1.362	VCAP	-666		negative
BRD-K77006185	5	-1.0322	-0.6867	-0.54612	1.3616	VCAP	-666		negative
BRD-K93996655	1	-1.0322	-1.0322	-1.0322	1.3619	MCF7	-666		negative
SGX-523	24	-1.0322	0.82095	0.4903208333333333	1.3618	ASC	HGF receptor inhibitor		negative
cebranopadol	2	-1.0322	-0.9346	-0.9346	1.362	PC3	Opioid receptor agonist		negative
oxytetracycline	4	-1.0322	0	-0.25805	1.3614	MCF10A	Bacterial 30S ribosomal subunit inhibitor;-666		negative
BRD-K10701306	2	-1.0321	0.01795000000000002	0.01795000000000002	1.3612	U2OS	-666		negative
BRD-K15030062	8	-1.0321	0.38525	0.1782625	1.3608	HT29	-666		negative
BRD-K15440898	9	-1.0321	0	0.027211111111111123	1.3611	HA1E	-666		negative
BRD-K83527041	1	-1.0321	-1.0321	-1.0321	1.3607	U2OS	-666		negative
BRD-A05680309	8	-1.032	0.4544	0.470875	1.3601	MCF7	-666		negative
BRD-K36237864	1	-1.032	-1.032	-1.032	1.3601	U2OS	-666		negative
BRD-K54543575	2	-1.032	-0.516	-0.516	1.3603	U2OS	-666		negative
BRD-K60212338	8	-1.032	0	-0.027874999999999997	1.3603	HT29	-666		negative
BRD-K61413806	7	-1.032	-0.6752	-0.46944285714285716	1.3601	A549	-666		negative
BRD-K45723655	1	-1.0319	-1.0319	-1.0319	1.3599	U2OS	-666		negative
BRD-K63086103	1	-1.0319	-1.0319	-1.0319	1.3597	U2OS	-666		negative
BRD-K74121411	6	-1.0319	0	0.07784999999999999	1.3598	HT29	-666		negative
BRD-K85119394	2	-1.0319	-0.031050000000000022	-0.031050000000000022	1.3597	PC3	-666		negative
BRD-K96952717	4	-1.0319	-0.3426	-0.18960000000000002	1.36	VCAP	-666		negative
JMV-2959	1	-1.0319	-1.0319	-1.0319	1.3597	SHSY5Y	-666		negative
isonicotinamide	2	-1.0319	-0.51595	-0.51595	1.3599	NPC	-666		negative
pirenperone	13	-1.0319	0	0.2942	1.36	VCAP	Serotonin receptor antagonist		negative
BRD-K27630941	8	-1.0318	0	-0.04602500000000001	1.3595	A549	-666		negative
BRD-K92176613	1	-1.0318	-1.0318	-1.0318	1.3596	U2OS	-666		negative
BRD-K07790303	3	-1.0317	0	0.060866666666666625	1.3592	VCAP	-666		negative
BRD-K07790824	8	-1.0317	-0.37775	-0.23438750000000003	1.3591	MCF7	-666		negative
BRD-K69672581	2	-1.0317	-0.07590000000000002	-0.07590000000000002	1.3591	U2OS	-666		negative
BRD-K72261386	1	-1.0317	-1.0317	-1.0317	1.359	U2OS	-666		negative
beta-funaltrexamine	2	-1.0317	-0.51585	-0.51585	1.3591	A375	Opioid receptor antagonist		negative
BRD-K00598313	2	-1.0316	-1.02745	-1.02745	1.3587	VCAP	-666		negative
BRD-K06836704	9	-1.0316	0	0.1523	1.3587	HT29	-666		negative
BRD-K18621941	1	-1.0316	-1.0316	-1.0316	1.3583	U2OS	-666		negative
BRD-K54925224	1	-1.0316	-1.0316	-1.0316	1.3584	U2OS	-666		negative
BRD-K81858524	2	-1.0316	-0.94295	-0.94295	1.3589	VCAP	-666		negative
acea	2	-1.0316	-1.013	-1.013	1.3588	NPC	-666		negative
mefloquine	20	-1.0316	0	-5.700000000000094e-4	1.3582	HELA	Adenosine receptor antagonist|Hemoglobin antagonist		negative
nalmefene	2	-1.0316	0.054849999999999954	0.054849999999999954	1.3589	PC3	Opioid receptor antagonist		negative
BRD-K29133151	17	-1.0315	0	-0.08140000000000001	1.3574	HCC515	Thromboxane receptor antagonist		negative
BRD-K62659735	8	-1.0315	0.9838500000000001	0.4303875	1.3581	A375	-666		negative
BRD-K75749796	2	-1.0315	-0.51575	-0.51575	1.3579	U2OS	-666		negative
BRD-K91726436	1	-1.0315	-1.0315	-1.0315	1.3577	U2OS	-666		negative
BRD-K06577881	1	-1.0314	-1.0314	-1.0314	1.3565	U2OS	-666		negative
BRD-K13681383	1	-1.0314	-1.0314	-1.0314	1.3563	U2OS	-666		negative
BRD-K74512976	1	-1.0314	-1.0314	-1.0314	1.357	U2OS	-666		negative
REV-5901	21	-1.0314	0	0.14214761904761902	1.356	JURKAT	Leukotriene receptor antagonist|Lipoxygenase inhibitor		negative
BRD-K55218950	2	-1.0313	-0.51565	-0.51565	1.3556	VCAP	-666		negative
BRD-K71742078	8	-1.0313	-0.7128	-0.4167375	1.3554	NPC	-666		negative
BRD-K86530412	2	-1.0312	-0.9625999999999999	-0.9625999999999999	1.3543	VCAP	-666		negative
BRD-K16144417	4	-1.0311	-0.33885	-0.42719999999999997	1.3539	PC3	-666		negative
BRD-K19471718	3	-1.0311	-0.6652	-0.15466666666666665	1.3541	A549	-666		negative
BRD-K64353470	1	-1.0311	-1.0311	-1.0311	1.3541	U2OS	-666		negative
BRD-K72687327	1	-1.0311	-1.0311	-1.0311	1.3542	U2OS	-666		negative
MW-MITF24	4	-1.0311	-0.86805	-0.6918	1.3539	MCF7	-666		negative
roquinimex	20	-1.0311	0	0.187895	1.3543	SKB	Angiogenesis inhibitor|TNF inhibitor		negative
BRD-K23147993	1	-1.031	-1.031	-1.031	1.3537	A375	-666		negative
BRD-K43453714	5	-1.031	-0.7787	-0.6847	1.3537	A375	-666		negative
BRD-K05335890	2	-1.0309	-0.51545	-0.51545	1.3536	A375	-666		negative
BRD-K73555595	2	-1.0309	0.04195000000000004	0.04195000000000004	1.3536	U2OS	-666		negative
tipiracil	12	-1.0309	0	-0.22322499999999998	1.3536	HA1E	Thymidine phosphorylase inhibitor		negative
BRD-A13367427	12	-1.0308	0	-0.21840833333333332	1.3536	A375	-666		negative
BRD-K31028119	3	-1.0308	-0.8864	-0.6390666666666667	1.3536	A375	-666		negative
LE-300	13	-1.0308	0	0.2843307692307692	1.3536	HT29	Dopamine receptor antagonist		negative
VU-0400195-3	9	-1.0308	0.9678	0.5181111111111111	1.3536	A375	Glutamate receptor antagonist		negative
diphencyprone	7	-1.0308	-0.6413	-0.18342857142857139	1.3536	A375	Immunostimulant		negative
ilomastat	19	-1.0308	0	-0.08054210526315789	1.3536	HEPG2	Matrix metalloprotease inhibitor		negative
BRD-K41182633	2	-1.0307	-0.51535	-0.51535	1.3535	VCAP	-666		negative
BRD-K96433222	12	-1.0307	0.3634	0.4178416666666667	1.3536	SKB	-666		negative
BRD-K79414420	8	-1.0306	0.84935	0.6229375	1.3533	HEPG2	-666		negative
altanserin	21	-1.0306	0	0.27126190476190476	1.3533	HELA	Serotonin receptor antagonist		negative
tazobactam	11	-1.0306	0	0.21121818181818183	1.3534	PC3	Beta lactamase inhibitor		negative
BRD-K07697589	1	-1.0305	-1.0305	-1.0305	1.3529	U2OS	-666		negative
BRD-K15380626	1	-1.0305	-1.0305	-1.0305	1.3531	HUH7	Adrenergic receptor antagonist		negative
BRD-K17753765	1	-1.0304	-1.0304	-1.0304	1.3528	U2OS	-666		negative
BRD-K28890604	4	-1.0304	-0.49575	-0.505475	1.3521	MCF7	-666		negative
BRD-K31367750	2	-1.0304	0.08365	0.08365	1.3526	VCAP	-666		negative
L-732138	14	-1.0304	0	0.10359999999999998	1.3522	HA1E	-666		negative
bavisant	13	-1.0304	0.7553	0.42105384615384617	1.3527	JURKAT	Histamine receptor antagonist		negative
BRD-K15206810	8	-1.0303	-0.44175	-0.07751249999999997	1.3458	HEPG2	-666		negative
BRD-K25536815	8	-1.0303	0	-0.11858749999999998	1.3516	HT29	-666		negative
BRD-K45543414	6	-1.0303	-0.4667	-0.20836666666666667	1.3517	VCAP	-666		negative
BRD-K59984972	1	-1.0303	-1.0303	-1.0303	1.352	U2OS	-666		negative
BRD-K84874839	9	-1.0303	0	0.1538	1.3516	HT29	-666		negative
benactyzine	6	-1.0303	0	-0.15846666666666667	1.3517	PC3	Butyrylcholinesterase inhibitor		negative
BRD-K04930762	8	-1.0302	0.38645	0.4420125	1.3433	HT29	-666		negative
BRD-K32112425	9	-1.0302	0	-0.19206666666666666	1.3441	VCAP	-666		negative
BRD-K37777176	2	-1.0302	0.04735	0.04735	1.3442	VCAP	-666		negative
BRD-K47520858	3	-1.0302	-1.0049	-0.3507666666666666	1.3437	A549	-666		negative
BRD-A62200266	8	-1.0301	-0.43095	-0.3424125	1.3419	A375	-666		negative
BRD-K58284322	5	-1.0301	1.0215	0.65116	1.3418	A549	-666		negative
naltriben	14	-1.0301	0	0.266	1.3425	A375	-666;Opioid receptor antagonist		negative
BRD-K39398102	5	-1.0299	-0.8052	-0.69238	1.3401	HT29	-666		negative
BRD-K80483148	1	-1.0299	-1.0299	-1.0299	1.3398	U2OS	-666		negative
BRD-K99433267	12	-1.0299	0.4034	0.2818083333333333	1.3398	HA1E	-666		negative
S-14506	8	-1.0299	-0.4237	-0.2553875	1.3402	HA1E	Serotonin receptor agonist		negative
BRD-A86748098	1	-1.0298	-1.0298	-1.0298	1.3392	U2OS	-666		negative
BRD-K01772946	1	-1.0297	-1.0297	-1.0297	1.3386	U2OS	-666		negative
BRD-K10385416	2	-1.0297	-0.51485	-0.51485	1.3378	U2OS	-666		negative
BRD-K67508052	1	-1.0297	-1.0297	-1.0297	1.3383	U2OS	-666		negative
BRD-K85672685	1	-1.0297	-1.0297	-1.0297	1.3379	VCAP	-666		negative
BRD-K90497082	9	-1.0297	0	0.14085555555555554	1.3385	U2OS	-666		negative
BRD-K95323025	1	-1.0297	-1.0297	-1.0297	1.3378	U2OS	-666		negative
SA-1920683	4	-1.0297	-0.3565	-0.24630000000000002	1.3385	PC3	-666		negative
BRD-K98969488	1	-1.0296	-1.0296	-1.0296	1.336	U2OS	-666		negative
oncrasin-1	5	-1.0296	0.7151	0.37870000000000004	1.3375	A375	Apoptosis stimulant		negative
BRD-K48276655	1	-1.0295	-1.0295	-1.0295	1.3347	U2OS	-666		negative
radezolid	14	-1.0295	0	0.04447857142857143	1.3343	HUVEC	Bacterial 30S ribosomal subunit inhibitor|Bacterial 50S ribosomal subunit inhibitor		negative
BRD-K55681488	2	-1.0294	-0.5147	-0.5147	1.3338	VCAP	-666		negative
BRD-K61382850	3	-1.0294	1.0527	0.4342333333333333	1.3338	HT29	-666		negative
BRD-K71087530	4	-1.0294	-0.98285	-0.576775	1.3338	HT29	-666		negative
XMD-1527	5	-1.0293	-0.7745	-0.52272	1.3338	SKBR3	-666		negative
BRD-K42863614	4	-1.0292	-0.3821	-0.44834999999999997	1.3338	PC3	-666		negative
BRD-K45466167	9	-1.0292	0	0.3113666666666667	1.3338	VCAP	-666		negative
BRD-K64790987	4	-1.0292	-0.44305	-0.27415	1.3338	VCAP	-666		negative
eplerenone	21	-1.0292	0	0.010690476190476198	1.3338	A375	Cytochrome P450 inhibitor;-666		negative
BRD-K02313433	7	-1.0291	0	0.2154857142857143	1.3338	HEPG2	-666		negative
BRD-K11454759	2	-1.0291	0.016200000000000103	0.016200000000000103	1.3338	VCAP	-666		negative
BRD-K42589221	4	-1.0291	0.42805	0.244725	1.3338	MCF7	-666		negative
BRD-K58382884	1	-1.0291	-1.0291	-1.0291	1.3338	U2OS	-666		negative
BRD-A38936397	8	-1.029	0	0.25648750000000003	1.3338	HT29	-666		negative
BRD-K10698156	1	-1.029	-1.029	-1.029	1.3338	U2OS	-666		negative
BRD-K59472190	9	-1.029	0	0.06317777777777779	1.3338	VCAP	-666		negative
BRD-K80362711	2	-1.029	-0.5145	-0.5145	1.3338	VCAP	-666		negative
BRD-K89266502	4	-1.029	-0.85635	-0.685425	1.3338	A375	-666		negative
chlorpropamide	12	-1.029	0.42435	0.24233333333333335	1.3338	HELA	ATP channel blocker		negative
BRD-A71707563	8	-1.0289	-0.3128	-0.403175	1.3338	VCAP	-666		negative
BRD-K61310138	1	-1.0289	-1.0289	-1.0289	1.3338	U2OS	-666		negative
BRD-K96326565	11	-1.0289	0	0.02237272727272728	1.3338	PC3	-666		negative
BRD-M74304337	8	-1.0289	0	0.03386250000000002	1.3338	HCC515	-666		negative
avagacestat	16	-1.0289	0	0.06367500000000001	1.3338	HELA	Gamma secretase inhibitor		negative
bethanechol	9	-1.0289	0	-0.21762222222222222	1.3338	HT29	Acetylcholine receptor agonist		negative
flufenamic-acid	12	-1.0289	0	-0.176625	1.3338	A549	Chloride channel blocker		negative
fmk	11	-1.0289	0	-0.1417090909090909	1.3338	OCILY3	-666		negative
BRD-K05004643	2	-1.0288	-0.5144	-0.5144	1.3338	A375	-666		negative
BRD-K48654093	5	-1.0288	-0.8786	-0.3869	1.3338	U2OS	-666		negative
BRD-K52688277	2	-1.0288	-0.5144	-0.5144	1.3338	A549	-666		negative
BRD-K58445641	1	-1.0288	-1.0288	-1.0288	1.3338	U2OS	-666		negative
BRD-K66703091	1	-1.0287	-1.0287	-1.0287	1.3338	VCAP	-666		negative
BRD-K73340768	2	-1.0287	-0.51435	-0.51435	1.3338	VCAP	-666		negative
BRD-K84478344	1	-1.0287	-1.0287	-1.0287	1.3338	U2OS	-666		negative
BRD-K91962463	1	-1.0287	-1.0287	-1.0287	1.3338	U2OS	-666		negative
hispidin	12	-1.0287	0	0.13970833333333335	1.3338	ASC	PKC inhibitor		negative
maxacalcitol	16	-1.0286	-0.4066	-0.28019375	1.3338	PC3	Vitamin D receptor agonist		negative
BRD-A63236097	15	-1.0285	0	0.21743333333333334	1.3338	HCT116	Tumor necrosis factor production inhibitor		negative
BRD-K23370299	4	-1.0285	0	-0.058849999999999986	1.3338	MCF7	-666		negative
BRD-K24426149	13	-1.0285	0	-0.09227692307692309	1.3338	VCAP	-666		negative
BRD-K57497528	4	-1.0285	-0.4526	-0.07150000000000001	1.3338	VCAP	-666		negative
BRD-K89409550	3	-1.0285	-0.9064	-0.30460000000000004	1.3338	VCAP	-666		negative
BRD-K26214776	2	-1.0284	-0.10220000000000001	-0.10220000000000001	1.3338	VCAP	-666		negative
BRD-K44494044	12	-1.0284	0	-0.01590833333333334	1.3338	HCC515	-666		negative
BRD-K54980807	2	-1.0284	-0.04635	-0.04635	1.3338	U2OS	-666		negative
BRD-K88328468	2	-1.0284	-0.5142	-0.5142	1.3338	VCAP	-666		negative
BRD-K89697867	1	-1.0284	-1.0284	-1.0284	1.3338	VCAP	-666		negative
SB-200646	13	-1.0284	0	0.03521538461538461	1.3338	HA1E	Serotonin receptor antagonist		negative
BRD-K28276103	2	-1.0283	-0.51415	-0.51415	1.3338	U2OS	-666		negative
BRD-K74954602	2	-1.0283	-0.82885	-0.82885	1.3338	PC3	-666		negative
BRD-K75717096	2	-1.0283	-0.92005	-0.92005	1.3338	VCAP	-666		negative
BRD-K76612659	2	-1.0283	-0.9476	-0.9476	1.3338	PC3	-666		negative
mannitol-D	13	-1.0283	0.8052	0.5680923076923077	1.3338	HA1E	Diuretic		negative
BRD-K24798550	8	-1.0281	0	-0.338225	1.3338	A375	-666		negative
BRD-K28601178	1	-1.0281	-1.0281	-1.0281	1.3338	U2OS	-666		negative
BRD-K75512942	4	-1.0281	-0.3628	-0.438425	1.3338	PC3	-666		negative
BRD-K88735704	13	-1.0281	0.9741	0.5939615384615384	1.3338	NPC	-666		negative
BRD-K97993646	5	-1.0281	0	0.06246000000000003	1.3338	U2OS	-666		negative
dimethoxane	3	-1.0281	0	-0.3427	1.3338	MCF10A	-666		negative
BRD-K11677408	1	-1.028	-1.028	-1.028	1.3338	PC3	-666		negative
BRD-A50590638	1	-1.0279	-1.0279	-1.0279	1.3338	HPTEC	-666		negative
BRD-K27661070	1	-1.0279	-1.0279	-1.0279	1.3338	VCAP	-666		negative
BRD-K32290015	1	-1.0279	-1.0279	-1.0279	1.3338	A375	-666		negative
GSK-429286A	27	-1.0279	0	-0.04345555555555555	1.3338	MDAMB231	Rho associated kinase inhibitor		negative
MW-A1-2	13	-1.0279	0	0.15733076923076922	1.3338	HT29	-666		negative
