pert_name	n_signatures	min_score	median_score	mean_score	best_fdr_q_nlog10	best_cell	moa	targets	direction
BRD-K15858225	4	-0.9131	1.0756000000000001	0.6497999999999999	0.7532	A375	-666		negative
BRD-K65836281	2	-0.9131	-0.45655	-0.45655	0.7531	U2OS	-666		negative
BRD-K69438930	1	-0.9131	-0.9131	-0.9131	0.7533	U2OS	-666		negative
BRD-K18170480	1	-0.913	-0.913	-0.913	0.753	MCF7	-666		negative
BRD-K24529791	1	-0.913	-0.913	-0.913	0.753	U2OS	-666		negative
BRD-K43017765	2	-0.913	-0.4565	-0.4565	0.7531	U2OS	-666		negative
BRD-K48279074	2	-0.913	0.03689999999999999	0.03689999999999999	0.753	VCAP	-666		negative
BRD-K73824371	2	-0.913	0.03975000000000001	0.03975000000000001	0.7529	U2OS	-666		negative
BRD-A64985224	1	-0.9129	-0.9129	-0.9129	0.7523	U2OS	-666		negative
BRD-K52721778	3	-0.9129	0	0.029133333333333306	0.7525	A375	-666		negative
BRD-K56945204	2	-0.9129	-0.45645	-0.45645	0.7521	A375	-666		negative
BRD-K65920478	3	-0.9129	0.8027	0.2939333333333333	0.7525	HT29	-666		negative
BRD-K79998171	3	-0.9129	-0.7896	-0.21860000000000002	0.7524	MCF7	-666		negative
BRD-K28165749	1	-0.9128	-0.9128	-0.9128	0.7516	U2OS	-666		negative
BRD-K46416377	4	-0.9128	0	-0.05462499999999998	0.7514	HT29	-666		negative
BRD-K73831263	1	-0.9128	-0.9128	-0.9128	0.7516	U2OS	-666		negative
BRD-K91338578	7	-0.9128	0	0.2761571428571429	0.7516	A375	-666		negative
BRD-K98099906	3	-0.9128	0	-0.30426666666666663	0.7516	A375	-666		negative
BRD-K13618800	3	-0.9127	-0.908	-0.15770000000000003	0.7514	PC3	-666		negative
BRD-K39092862	7	-0.9127	0	-0.0720142857142857	0.7514	NPC	-666		negative
BRD-K44421914	4	-0.9126	0.7803	0.5037	0.7512	VCAP	-666		negative
BRD-K67014046	1	-0.9126	-0.9126	-0.9126	0.7511	U2OS	-666		negative
BRD-K67766243	3	-0.9126	-0.8859	-0.3366	0.7513	VCAP	-666		negative
BRD-K20216424	5	-0.9125	-0.664	-0.28396	0.7498	A549	-666		negative
BRD-K38493271	2	-0.9125	0.028200000000000003	0.028200000000000003	0.7498	U2OS	-666		negative
BRD-K42161310	8	-0.9125	0	0.03766249999999999	0.7497	MCF7	-666		negative
BRD-K73061717	2	-0.9125	-0.45625	-0.45625	0.7498	U2OS	-666		negative
BRD-K95656102	1	-0.9125	-0.9125	-0.9125	0.7499	U2OS	-666		negative
telcagepant	12	-0.9125	0	0.11059166666666667	0.7498	MCF7	Calcitonin antagonist		negative
BRD-K26817071	2	-0.9124	0.09775000000000006	0.09775000000000006	0.7486	U2OS	-666		negative
BRD-K72568261	8	-0.9124	0.41855	0.36875	0.7487	HA1E	-666		negative
BRD-K86529788	5	-0.9124	0	-0.35528	0.7487	PC3	-666		negative
BRD-K86981519	1	-0.9124	-0.9124	-0.9124	0.7491	U2OS	-666		negative
BRD-K88085458	1	-0.9123	-0.9123	-0.9123	0.748	VCAP	-666		negative
BRD-K90970920	10	-0.9123	0.8488	0.4652	0.7482	HCC515	-666		negative
BRD-K26619122	9	-0.9122	0	-0.14765555555555554	0.7473	HELA	GABA receptor antagonist		negative
BRD-K43781861	2	-0.9122	-0.86185	-0.86185	0.7473	VCAP	-666		negative
BRD-K57640948	5	-0.9122	-0.8179	-0.6842199999999999	0.7474	HT29	-666		negative
bemegride	19	-0.9122	0	-0.012384210526315787	0.7472	MCF7	Chemoreceptor agonist		negative
BRD-K37219127	1	-0.9121	-0.9121	-0.9121	0.7459	U2OS	-666		negative
BRD-K99155518	2	-0.9121	-0.45605	-0.45605	0.7455	VCAP	-666		negative
VX-765	8	-0.9121	0	0.04644999999999999	0.7455	HT29	Caspase inhibitor		negative
BRD-K16332856	2	-0.912	0.09935	0.09935	0.7439	VCAP	-666		negative
BRD-K36415399	2	-0.912	0.08259999999999995	0.08259999999999995	0.7452	VCAP	-666		negative
BRD-K99783492	1	-0.912	-0.912	-0.912	0.7452	U2OS	-666		negative
ornidazole	14	-0.912	0	0.07059285714285712	0.7437	NPC	Antiprotozoal		negative
BRD-K18144986	2	-0.9119	-0.45595	-0.45595	0.7429	U2OS	-666		negative
BRD-K21179706	2	-0.9119	-0.45595	-0.45595	0.743	U2OS	-666		negative
BRD-K81313903	3	-0.9119	0	-0.30396666666666666	0.743	VCAP	-666		negative
LY-288513	13	-0.9119	0	0.030569230769230776	0.7429	NPC	CCK receptor antagonist		negative
BRD-K12089955	2	-0.9118	-0.4559	-0.4559	0.7422	A549	-666		negative
BRD-K32330804	6	-0.9118	0.5017	0.26343333333333335	0.7419	MCF7	-666		negative
BRD-K51951665	6	-0.9118	-0.4017	-0.42823333333333335	0.7426	PC3	-666		negative
oxyphenbutazone	3	-0.9118	0	-0.30393333333333333	0.742	NPC	Cyclooxygenase inhibitor		negative
phenamil	10	-0.9118	0	0.02704000000000002	0.7428	MCF7	TRPV antagonist		negative
BRD-K06619089	6	-0.9117	0	0.15401666666666666	0.7413	MCF7	-666		negative
BRD-K24698610	6	-0.9117	-0.4154	-0.16933333333333334	0.7414	A549	-666		negative
BRD-K42471691	9	-0.9117	0	0.027455555555555552	0.7414	A375	-666		negative
BRD-K95790481	5	-0.9117	0	-0.18336	0.7414	A375	-666		negative
chlorothiazide	2	-0.9117	-0.06984999999999997	-0.06984999999999997	0.7415	PC3	Diuretic		negative
BRD-A88029023	12	-0.9116	0	0.23076666666666668	0.7412	PHH	-666		negative
BRD-K40685792	1	-0.9116	-0.9116	-0.9116	0.7399	U2OS	-666		negative
BRD-K94018786	1	-0.9116	-0.9116	-0.9116	0.7401	U2OS	-666		negative
BRD-A92800748	19	-0.9115	0.637	0.3860368421052632	0.7396	HT29	TIE inhibitor		negative
BRD-K08993600	2	-0.9115	-0.45575	-0.45575	0.7396	U2OS	-666		negative
BRD-K20185935	1	-0.9115	-0.9115	-0.9115	0.7398	U2OS	-666		negative
BRD-K69496360	12	-0.9115	0	0.18422500000000003	0.7396	MCF7	-666		negative
BRD-K98062568	3	-0.9115	0	0.016433333333333338	0.7396	VCAP	-666		negative
isbufylline	12	-0.9115	0	-0.06749166666666666	0.7397	A549	Phosphodiesterase inhibitor		negative
BRD-K92008394	1	-0.9114	-0.9114	-0.9114	0.7395	U2OS	-666		negative
BRD-K10734177	2	-0.9113	-0.02639999999999998	-0.02639999999999998	0.7395	VCAP	-666		negative
BRD-K28112059	5	-0.9113	0	-0.18226	0.7395	MCF7	-666		negative
BRD-K66131980	2	-0.9113	-0.8746	-0.8746	0.7395	U2OS	-666		negative
BRD-K16984096	3	-0.9112	0	0.0736666666666667	0.7395	MCF7	-666		negative
BRD-K93296644	11	-0.9112	0	-0.27465454545454543	0.7394	A549	-666		negative
SA-424577	9	-0.9112	0	-0.2917	0.7395	A375	-666		negative
BRD-A01317026	13	-0.9111	0	0.0871923076923077	0.7394	NPC	Dihydroneopterin aldolase inhibitor		negative
BRD-K08974502	1	-0.9111	-0.9111	-0.9111	0.7394	U2OS	-666		negative
BRD-K26273696	3	-0.9111	0	0.02629999999999999	0.7394	U2OS	-666		negative
BRD-K37055068	1	-0.9111	-0.9111	-0.9111	0.7394	U2OS	-666		negative
BRD-K43231198	9	-0.9111	0	0.2586111111111111	0.7394	VCAP	-666		negative
BRD-K77805051	2	-0.9111	-0.45555	-0.45555	0.7394	VCAP	-666		negative
BRD-K95786143	9	-0.9111	0.7628	0.39393333333333336	0.7394	HA1E	-666		negative
BRD-K58826761	1	-0.911	-0.911	-0.911	0.7393	HT29	-666		negative
BRD-K86884344	1	-0.911	-0.911	-0.911	0.7393	U2OS	-666		negative
BRD-K88556033	12	-0.911	0	-0.10973333333333334	0.7393	PHH	-666		negative
BRD-K06163572	3	-0.9109	-0.7547	-0.5552	0.7392	HT29	-666		negative
BRD-K22657795	5	-0.9109	0	-0.18218	0.7391	PC3	-666		negative
BRD-K67794838	2	-0.9109	-0.01090000000000002	-0.01090000000000002	0.7392	PC3	-666		negative
BRD-K76390333	3	-0.9109	-0.882	-0.29373333333333335	0.7392	VCAP	-666		negative
lomustine	9	-0.9109	0	0.3592888888888889	0.7391	HUH7	DNA inhibitor		negative
monobenzone	2	-0.9109	-0.8886000000000001	-0.8886000000000001	0.7391	PC3	Melanin inhibitor		negative
BRD-A87384553	2	-0.9108	0.15389999999999993	0.15389999999999993	0.7391	PC3	-666		negative
BRD-K45807461	2	-0.9108	-0.023650000000000004	-0.023650000000000004	0.7388	HT29	-666		negative
BRD-K68047011	2	-0.9108	0.08609999999999995	0.08609999999999995	0.739	U2OS	-666		negative
BRD-A19615705	1	-0.9107	-0.9107	-0.9107	0.7379	U2OS	-666		negative
BRD-K18048820	4	-0.9107	-0.3543	-0.202475	0.7377	VCAP	-666		negative
BRD-K52373488	2	-0.9107	-0.77635	-0.77635	0.7382	VCAP	-666		negative
BRD-K64692525	1	-0.9107	-0.9107	-0.9107	0.738	U2OS	-666		negative
zolpidem	16	-0.9107	0.7476	0.45715625	0.7384	HEK293	Benzodiazepine receptor agonist		negative
BRD-K45303727	9	-0.9105	0	0.24334444444444447	0.7367	PC3	-666		negative
BRD-K64894352	2	-0.9105	-0.45525	-0.45525	0.7367	VCAP	-666		negative
BRD-K90329522	5	-0.9105	0	0.07974000000000003	0.7367	VCAP	-666		negative
BRD-A80057650	1	-0.9104	-0.9104	-0.9104	0.7367	U2OS	-666		negative
BRD-K24090480	8	-0.9104	0	-0.009974999999999998	0.7367	A375	-666		negative
BRD-K28883735	6	-0.9104	0	0.002483333333333356	0.7367	A549	-666		negative
BRD-K51812182	5	-0.9104	0	0.06678000000000002	0.7366	HT29	-666		negative
BRD-K30357474	2	-0.9102	0.15735000000000005	0.15735000000000005	0.7358	VCAP	-666		negative
BRD-K45998529	4	-0.9102	0.46895	0.25197499999999995	0.7352	U2OS	-666		negative
BRD-K56870772	1	-0.9101	-0.9101	-0.9101	0.7335	HT29	-666		negative
BRD-K83242582	1	-0.9101	-0.9101	-0.9101	0.7332	A375	-666		negative
BRD-K84405221	2	-0.9101	-0.45505	-0.45505	0.7334	VCAP	-666		negative
BRD-K39709536	2	-0.91	-0.455	-0.455	0.7313	HT29	-666		negative
BRD-K82852523	1	-0.91	-0.91	-0.91	0.7313	U2OS	-666		negative
BRD-K91677732	9	-0.91	0	0.23038888888888887	0.7313	HEPG2	-666		negative
CGP-7930	14	-0.91	0.79325	0.40069285714285713	0.7312	VCAP	GABA receptor antagonist|GABA receptor agonist		negative
CS-1657	9	-0.91	0	0.11382222222222223	0.7313	U2OS	PARP inhibitor		negative
vismo-ester	8	-0.91	0.37905	0.2442125	0.7313	MCF7	-666		negative
BRD-K42454450	7	-0.9099	0	0.14977142857142856	0.7311	VCAP	-666		negative
BRD-K76931353	2	-0.9099	0.07334999999999997	0.07334999999999997	0.7311	VCAP	-666		negative
BRD-K87182158	4	-0.9099	0.035750000000000004	0.010550000000000004	0.7311	U2OS	-666		negative
telatinib	14	-0.9099	0	0.08360714285714287	0.7311	YAPC	KIT inhibitor|PDGFR inhibitor|VEGFR inhibitor		negative
BRD-K50186544	10	-0.9098	0	0.1614	0.731	HT29	-666		negative
BRD-K14989228	2	-0.9097	-0.8272999999999999	-0.8272999999999999	0.731	U2OS	-666		negative
BRD-K76472157	2	-0.9097	-0.84765	-0.84765	0.731	VCAP	-666		negative
BRD-K81995936	1	-0.9097	-0.9097	-0.9097	0.731	U2OS	-666		negative
BRD-K16180117	13	-0.9096	0.8453	0.5683538461538461	0.731	A549	-666		negative
BRD-K43266948	4	-0.9096	0.518	0.339625	0.731	VCAP	-666		negative
BRD-K54484272	1	-0.9096	-0.9096	-0.9096	0.731	U2OS	-666		negative
BRD-K85322309	6	-0.9096	0	0.030116666666666663	0.731	MCF7	-666		negative
trovafloxacin	14	-0.9096	0.4109	0.36747857142857143	0.731	YAPC	Bacterial DNA inhibitor		negative
BRD-K21473123	4	-0.9095	0	0.073625	0.7309	VCAP	-666		negative
BRD-K43842808	9	-0.9095	0	0.2235888888888889	0.7309	U2OS	-666		negative
BRD-K47119747	2	-0.9095	-0.45475	-0.45475	0.7309	VCAP	-666		negative
SA-423862	7	-0.9095	0	0.07208571428571428	0.7309	PC3	-666		negative
BRD-K38424085	1	-0.9094	-0.9094	-0.9094	0.7306	U2OS	-666		negative
BRD-K03683936	2	-0.9093	-0.8015	-0.8015	0.7303	VCAP	-666		negative
BRD-K76087207	1	-0.9093	-0.9093	-0.9093	0.7301	U2OS	-666		negative
BRD-A23980907	1	-0.9092	-0.9092	-0.9092	0.73	U2OS	-666		negative
BRD-K45712538	1	-0.9092	-0.9092	-0.9092	0.73	U2OS	-666		negative
BRD-K55332332	2	-0.9092	-0.4546	-0.4546	0.73	NEU	-666		negative
BRD-K13848456	2	-0.9091	-0.05265000000000003	-0.05265000000000003	0.7299	VCAP	-666		negative
BRD-K76521932	1	-0.9091	-0.9091	-0.9091	0.73	U2OS	-666		negative
PF-04620110	14	-0.909	0	-0.00643571428571429	0.7298	PC3	Diacylglycerol O acyltransferase inhibitor		negative
BRD-K34545522	5	-0.9089	0	0.054400000000000004	0.7296	VCAP	-666		negative
BRD-K66187495	4	-0.9089	0.4729	0.282975	0.7284	PC3	-666		negative
BRD-K81614512	4	-0.9089	0	-0.227225	0.7293	PC3	-666		negative
BRD-K93450738	2	-0.9089	-0.45445	-0.45445	0.7296	U2OS	-666		negative
BRD-A16581344	13	-0.9088	0.8134	0.4758461538461538	0.728	NPC	-666		negative
BRD-K13059702	2	-0.9088	-0.4544	-0.4544	0.7278	MCF7	-666		negative
BRD-K35440877	2	-0.9088	0.24375000000000002	0.24375000000000002	0.7278	U2OS	-666		negative
BRD-K48774739	3	-0.9088	-0.8854	-0.5980666666666666	0.7277	VCAP	-666		negative
BRD-K75458636	13	-0.9088	0	0.15796923076923078	0.7279	HT29	-666		negative
BRD-K93946290	4	-0.9088	-0.43175	-0.443075	0.7279	MCF7	-666		negative
BRD-K60462241	2	-0.9087	-0.45435	-0.45435	0.7273	VCAP	-666		negative
guanethidine	15	-0.9087	0	-0.015760000000000003	0.7273	MCF10A	Adrenergic receptor antagonist;-666		negative
BRD-K37020290	2	-0.9086	-0.4543	-0.4543	0.7273	U2OS	-666		negative
BRD-K01333970	8	-0.9085	0	0.1883125	0.7273	HT29	-666		negative
BRD-K49676673	2	-0.9084	0.019450000000000023	0.019450000000000023	0.7273	U2OS	-666		negative
BRD-K47497589	2	-0.9083	0.11764999999999998	0.11764999999999998	0.7273	U2OS	-666		negative
BRD-K59261663	1	-0.9083	-0.9083	-0.9083	0.7273	MCF7	-666		negative
BRD-K77101974	1	-0.9083	-0.9083	-0.9083	0.7273	U2OS	-666		negative
BRD-K97122937	1	-0.9083	-0.9083	-0.9083	0.7273	U2OS	-666		negative
benazepril	28	-0.9083	0	0.17204285714285714	0.7273	VCAP	ACE inhibitor;-666		negative
BRD-K30516885	2	-0.9082	-0.8274	-0.8274	0.7273	U2OS	-666		negative
BRD-K87081444	8	-0.9082	0.8061	0.38325	0.7273	A549	-666		negative
BRD-K35944454	1	-0.9081	-0.9081	-0.9081	0.7269	VCAP	-666		negative
BRD-K87790979	6	-0.9081	-0.37635	-0.26361666666666667	0.7263	MCF7	-666		negative
BRD-K92773691	3	-0.9081	0	-0.005633333333333342	0.726	A375	-666		negative
thiomersal	13	-0.9081	0	-0.0415923076923077	0.7269	MCF7	Antibiotic		negative
BRD-K89321975	3	-0.9079	0	0.01423333333333332	0.725	U2OS	-666		negative
VX-745	27	-0.9079	0	-0.03215925925925926	0.7249	MDAMB231	P38 MAPK inhibitor		negative
BRD-K02630367	1	-0.9078	-0.9078	-0.9078	0.7249	U2OS	-666		negative
BRD-K12092185	3	-0.9078	0	-7.000000000000339e-4	0.7249	PC3	-666		negative
BRD-K27986637	10	-0.9078	0	0.28625	0.7249	HA1E	-666		negative
BRD-K51579714	1	-0.9078	-0.9078	-0.9078	0.7249	MCF7	-666		negative
BRD-K84079653	2	-0.9078	-0.4539	-0.4539	0.7249	U2OS	-666		negative
BRD-K17661785	2	-0.9076	-0.04159999999999997	-0.04159999999999997	0.7241	U2OS	-666		negative
BRD-K63946052	3	-0.9076	-0.7236	-0.5437333333333333	0.7236	A549	-666		negative
MW-RAS14	8	-0.9076	0.3521	0.25498750000000003	0.7235	MCF7	-666		negative
BRD-K38444262	4	-0.9075	-0.34855	-0.1726	0.7233	A375	-666		negative
BRD-K69343050	3	-0.9075	0	-0.3025	0.7233	VCAP	-666		negative
BRD-K76193256	1	-0.9075	-0.9075	-0.9075	0.7233	A375	-666		negative
BRD-K07852637	4	-0.9074	0	-0.04114999999999999	0.7233	VCAP	-666		negative
BRD-K65065275	4	-0.9074	0.7986500000000001	0.46582500000000004	0.7233	A375	-666		negative
birinapant	13	-0.9074	0.8147	0.5310923076923078	0.7233	U2OS	XIAP inhibitor		negative
BRD-K03157318	4	-0.9073	0	-0.05982499999999999	0.7233	PC3	-666		negative
BRD-K51370144	1	-0.9073	-0.9073	-0.9073	0.7233	U2OS	-666		negative
BRD-K62473229	8	-0.9073	0.3804	0.3606375	0.7233	PC3	-666		negative
fraxetin	13	-0.9073	0	0.32346153846153847	0.7233	U2OS	Antioxidant		negative
BRD-K09328667	1	-0.9072	-0.9072	-0.9072	0.7231	U2OS	-666		negative
BRD-K11236606	3	-0.9072	0	-0.02886666666666667	0.7231	MCF7	-666		negative
BRD-K12493093	1	-0.9071	-0.9071	-0.9071	0.7228	U2OS	-666		negative
BRD-K44402256	1	-0.9071	-0.9071	-0.9071	0.7226	U2OS	-666		negative
BRD-K76729384	1	-0.9071	-0.9071	-0.9071	0.7228	U2OS	-666		negative
BRD-K87878529	1	-0.9071	-0.9071	-0.9071	0.7227	U2OS	-666		negative
BRD-K11474067	1	-0.907	-0.907	-0.907	0.7219	U2OS	-666		negative
BRD-K52524742	9	-0.907	0.8321	0.4816888888888889	0.7223	A549	-666		negative
dimpylate	4	-0.907	-0.3933	-0.10617500000000002	0.7218	A549	Acetylcholinesterase inhibitor		negative
BRD-K27066819	2	-0.9069	-0.45345	-0.45345	0.7215	U2OS	-666		negative
BRD-K27472340	1	-0.9069	-0.9069	-0.9069	0.7215	VCAP	-666		negative
BRD-K38092925	2	-0.9069	-0.45345	-0.45345	0.7216	VCAP	-666		negative
BRD-K46178029	2	-0.9069	-0.45345	-0.45345	0.7217	U2OS	-666		negative
BRD-K86894923	2	-0.9069	0.0675	0.0675	0.7215	VCAP	-666		negative
BRD-K18748400	2	-0.9068	0.014499999999999957	0.014499999999999957	0.7212	VCAP	-666		negative
BRD-K54546524	6	-0.9068	-0.7797499999999999	-0.6766	0.7211	HT29	-666		negative
BRD-K70508482	9	-0.9068	0	-0.028633333333333327	0.7213	PC3	-666		negative
BRD-K22664171	3	-0.9066	0	0.08356666666666668	0.7205	A375	-666		negative
BRD-K34737616	1	-0.9066	-0.9066	-0.9066	0.7205	U2OS	-666		negative
BRD-K55543534	2	-0.9066	-0.4533	-0.4533	0.7206	MCF7	-666		negative
BRD-K02806746	2	-0.9065	-0.45325	-0.45325	0.7201	U2OS	-666		negative
BRD-K79259704	2	-0.9065	0.04335	0.04335	0.7204	A375	-666		negative
BRD-K58193973	1	-0.9064	-0.9064	-0.9064	0.7198	U2OS	-666		negative
BRD-K98225007	1	-0.9064	-0.9064	-0.9064	0.7198	U2OS	-666		negative
novobiocin-na	1	-0.9064	-0.9064	-0.9064	0.7197	HUH7	-666		negative
BRD-K05448102	3	-0.9063	-0.769	-0.5584333333333333	0.7197	A375	-666		negative
BRD-K06431655	1	-0.9063	-0.9063	-0.9063	0.7197	U2OS	-666		negative
BRD-K13649454	6	-0.9063	-0.37325	-0.00990000000000002	0.7197	HT29	-666		negative
BRD-K44485049	3	-0.9063	0	0.044933333333333304	0.7197	A375	-666		negative
KD-023	14	-0.9062	0	-0.12485	0.7197	MCF7	ACAT inhibitor		negative
BRD-K77432048	15	-0.9061	0.7555	0.4885333333333333	0.7197	NCIH596	-666		negative
BRD-K11667974	2	-0.906	0.11115000000000003	0.11115000000000003	0.7196	U2OS	-666		negative
BRD-K50511447	1	-0.906	-0.906	-0.906	0.7192	U2OS	-666		negative
BRD-K86323620	2	-0.906	0.06834999999999997	0.06834999999999997	0.7194	U2OS	-666		negative
BRD-K93744771	2	-0.906	0.2766	0.2766	0.7196	U2OS	-666		negative
BRD-K98259048	4	-0.906	0.4727	0.292975	0.7195	VCAP	-666		negative
veratridine	14	-0.906	0	-0.03807857142857144	0.7194	PHH	Sodium channel activator		negative
BRD-K66803141	1	-0.9059	-0.9059	-0.9059	0.7189	VCAP	-666		negative
BRD-K96663576	1	-0.9059	-0.9059	-0.9059	0.7189	U2OS	-666		negative
tyrphostin-47	13	-0.9059	0	0.07093846153846155	0.7192	HT29	EGFR inhibitor		negative
BRD-A98888159	12	-0.9058	0	0.29825	0.7188	ASC	-666		negative
BRD-K15525634	3	-0.9058	-0.7734	-0.5597333333333333	0.7187	VCAP	-666		negative
BRD-K45735142	10	-0.9058	0.8206	0.50386	0.7188	A549	-666		negative
BRD-K77024507	1	-0.9058	-0.9058	-0.9058	0.7187	U2OS	-666		negative
BRD-K86925364	2	-0.9058	0.010549999999999948	0.010549999999999948	0.7188	A549	-666		negative
BRD-K91517665	8	-0.9058	0	0.2214875	0.7188	HT29	-666		negative
lanatoside-c	3	-0.9058	-0.7771	-0.7800333333333334	0.7188	VCAP	-666;Cardiac glycoside		negative
BRD-K51490254	2	-0.9057	-0.45285	-0.45285	0.7186	NPC	-666		negative
BRD-K67555693	2	-0.9057	-0.45285	-0.45285	0.7186	U2OS	-666		negative
BRD-K02388444	1	-0.9056	-0.9056	-0.9056	0.718	U2OS	-666		negative
BRD-K30228236	2	-0.9056	-0.4528	-0.4528	0.718	VCAP	-666		negative
BRD-K31705167	2	-0.9056	-0.8403	-0.8403	0.718	VCAP	-666		negative
BRD-K37920059	2	-0.9056	-0.78465	-0.78465	0.718	U2OS	-666		negative
BRD-K45613561	2	-0.9056	3.5000000000001696e-4	3.5000000000001696e-4	0.718	U2OS	-666		negative
BRD-K73837493	3	-0.9056	0.8362	0.38576666666666665	0.718	U2OS	-666		negative
BRD-K61782241	10	-0.9055	0	0.11172	0.718	A375	-666		negative
BRD-K93613839	1	-0.9055	-0.9055	-0.9055	0.718	U2OS	-666		negative
BRD-M32495507	2	-0.9055	0.11699999999999999	0.11699999999999999	0.718	VCAP	-666		negative
lirimilast	12	-0.9055	0	0.24484166666666668	0.718	HEK293	Phosphodiesterase inhibitor		negative
BRD-K76439996	3	-0.9054	0	0.04563333333333334	0.718	VCAP	-666		negative
BRD-K84625203	3	-0.9054	-0.8033	-0.32116666666666666	0.718	VCAP	-666		negative
nabumetone	10	-0.9054	0	0.32046	0.718	U2OS	Cyclooxygenase inhibitor		negative
BRD-K42419992	3	-0.9053	-0.8483	-0.5845333333333333	0.718	U2OS	-666		negative
BRD-K73125384	9	-0.9053	0.9076	0.5452444444444444	0.718	MCF7	-666		negative
BRD-K88306467	3	-0.9053	0.8743	0.2967	0.718	U2OS	-666		negative
BRD-K20497775	3	-0.9052	0	-0.03040000000000002	0.718	MCF10A	Aryl hydrocarbon receptor agonist		negative
BRD-K21296995	1	-0.9052	-0.9052	-0.9052	0.718	U2OS	-666		negative
BRD-K50938873	2	-0.9052	-0.4526	-0.4526	0.718	U2OS	-666		negative
BRD-K62689646	5	-0.9052	0	-0.34872000000000003	0.718	A375	-666		negative
BRD-K23430426	1	-0.9051	-0.9051	-0.9051	0.718	U2OS	-666		negative
BRD-K97492549	2	-0.9051	-0.45255	-0.45255	0.718	VCAP	-666		negative
BRD-K34596778	8	-0.905	-0.36865	-0.31075	0.7179	HEPG2	-666		negative
BRD-K43159427	1	-0.905	-0.905	-0.905	0.7179	U2OS	-666		negative
BRD-K60073229	3	-0.9049	-0.6114	-0.5054333333333334	0.7168	VCAP	-666		negative
BRD-M91876180	2	-0.9049	0.13890000000000002	0.13890000000000002	0.7164	U2OS	-666		negative
BRD-K12517207	1	-0.9048	-0.9048	-0.9048	0.7162	U2OS	-666		negative
BRD-K74789550	1	-0.9048	-0.9048	-0.9048	0.7161	U2OS	-666		negative
BRD-K78636275	3	-0.9048	0	-0.30160000000000003	0.7163	MCF7	-666		negative
BRD-K93527821	2	-0.9048	-0.4524	-0.4524	0.7162	HT29	-666		negative
BRD-K22941245	1	-0.9047	-0.9047	-0.9047	0.716	HT29	-666		negative
BRD-K40001806	1	-0.9047	-0.9047	-0.9047	0.716	U2OS	-666		negative
BRD-K84210390	1	-0.9047	-0.9047	-0.9047	0.7159	U2OS	-666		negative
MK-0812	12	-0.9047	0	0.17364166666666667	0.7161	MDAMB231	CC chemokine receptor antagonist		negative
BRD-K19056919	2	-0.9046	-0.841	-0.841	0.7159	U2OS	-666		negative
BRD-K22031742	2	-0.9046	0.027900000000000036	0.027900000000000036	0.7159	MCF7	-666		negative
BRD-K86600397	1	-0.9046	-0.9046	-0.9046	0.7159	U2OS	-666		negative
BRD-K89493095	6	-0.9046	0	-0.025066666666666664	0.7159	A549	-666		negative
BRD-A67552019	1	-0.9045	-0.9045	-0.9045	0.7158	U2OS	-666		negative
BRD-K24169646	5	-0.9045	0	0.025659999999999995	0.7157	A375	-666		negative
BRD-K27539817	1	-0.9045	-0.9045	-0.9045	0.7156	PC3	-666		negative
BRD-K74152422	2	-0.9045	0.057550000000000046	0.057550000000000046	0.7156	VCAP	-666		negative
imexon	12	-0.9044	0	0.05044166666666666	0.7152	JURKAT	Apoptosis stimulant|Ribonucleoside reductase inhibitor		negative
BRD-K10808435	2	-0.9043	-0.87235	-0.87235	0.7146	VCAP	-666		negative
BRD-K15620114	1	-0.9043	-0.9043	-0.9043	0.7146	U2OS	-666		negative
BRD-K47695085	8	-0.9043	0	-0.2737625	0.7146	PC3	-666		negative
BRD-K61122325	3	-0.9043	-0.8314	-0.5785666666666667	0.7147	MCF7	-666		negative
BRD-K68455755	5	-0.9043	0	-0.3393	0.7146	HT29	-666		negative
BRD-K93195783	1	-0.9043	-0.9043	-0.9043	0.7146	A549	-666		negative
hydrocortisone-phosphate	8	-0.9043	0.9933000000000001	0.667775	0.7146	HA1E	Glucocorticoid receptor agonist		negative
BRD-K24053527	13	-0.9042	0.821	0.5081923076923077	0.7146	HT29	-666		negative
BRD-K89574562	1	-0.9042	-0.9042	-0.9042	0.7146	U2OS	-666		negative
kenpaullone	15	-0.9042	0	0.38458	0.7146	PC3	CDK inhibitor|GSK inhibitor		negative
BRD-K35400569	4	-0.9041	0	0.05644999999999997	0.7146	A375	-666		negative
BRD-K39685946	3	-0.9041	0	-0.03893333333333334	0.7146	HT29	-666		negative
BRD-K62372121	1	-0.9041	-0.9041	-0.9041	0.7146	U2OS	-666		negative
BRD-K65750468	4	-0.9041	0	-0.226025	0.7146	PC3	-666		negative
BRD-K89644093	4	-0.9041	0	0.021324999999999983	0.7146	A375	-666		negative
BRD-K98870618	2	-0.9041	-0.45205	-0.45205	0.7146	A375	-666		negative
BRD-A83255679	13	-0.904	0	0.3125846153846154	0.7146	MCF7	-666		negative
BRD-K13346599	6	-0.904	-0.27025	-0.21828333333333336	0.7146	VCAP	-666		negative
